sender,message
naor, אני בא אליך כדהכל מוכן
naor, אני בשוונג של העבודה פשוט אז אני לא יכול לקום
naor, אני מסיים עוד עשר דקות
naor, הפונקציה השנייה יש לי פונקציה שמחזירה לך אובייקט של חבר מועדון פשוט תעשה נקודה גט טרנזקשיין היסטורי
naor, עושה עכשיו
naor, <‎image omitted>
naor, סבבה אחי תותח
naor, אה ואת השלישית יש לי
naor, <‎image omitted>
naor, אז אני סיימתי ילד 😘💪
naor, .PreviousTransaction
naor, כן
naor, 😘
naor, בניין וחדר??
naor, כן
naor, לא צריך אינטרנט
naor," אין לי כח אחי , לא ישנתי ואני רוצה להתקלח"
naor, יש פה אינטרנט מלמטה
naor, איפה אתה?
naor, תרגיש טוב אחי
naor, כלום
naor, ואתה?
naor, טוב אחי תהנה
naor, איך שם?
naor, חמש דקות למטה?
naor, קורןןןןן
naor," קורן מחר אני לוקח לך את הקלסר, אני אצלם באוניברסיטה"
naor, ואחזיר לך
naor, איזה בעיות
naor, מה יש
naor, מה זאת אומרת
naor, אה הבנתי
naor, איך יכול להיות?
naor, הכפל עבד לי
naor, שלח לי במייל רגע את העבודה
naor, סבבה
naor, אתה שולח?
naor, נו זה טוב
naor, הם רוצים רווחים
naor, זה האינפוט
naor, מה יש לך אחי עובד לי החיבור
naor, כן
naor, זה אמור להיות מינוס אחד כפול אקס בחזקת אחד
naor, טוב
naor, רגע תיקני
naor, תיקנתי
naor, מה קרה
naor, למה
naor, בעיה שלי כאילו?
naor, אקליפס מפגר
naor, רק נגזרת נשאר
naor, אתה יכול לקלוט בלי אחד כפול איקס בחזקת אחד
naor, אתה יכול פשוט לקלוט איקס
naor, לא נו עד שתיקנתי את זה
naor, הבנתי כן
naor, שלחתי למייל בקבצים רגילים כמו ששלחת לי
naor, שלחתי לפייסבוק
naor, לא למייל
naor, קורן
naor, קורןן
naor, הדפסת את הטקסט להיום?
naor, טוב
naor, מתי למטה?
naor, טוב
naor, טוב
naor, תדפיס בנתיים
naor, איפה אתהה
naor, יצאתי מהמעונות
naor, אמרת אתה בשיעור
naor, בחניון נו
naor, חחחח
naor, סבבה אחי
naor, חחחח
naor, חזק אחיי
naor, איךך
naor, איך יצרת אבל את הדבר הלבן ירוק הזה
naor, ראית את הגול הנדיר של מסי???
naor, שחקן גדול
naor, כן בין ארבע
naor, שחקן תותח אבל אחי הוא ורונאלדו שני שחקנים שונים קשה להשוות
naor, לרונארדו אין פעולות כאלה אתה צודק
naor, זלזלת אחי
naor, שמע אתה חייב ללמד אותי איך עשית
naor, חחחחחחחח
naor, אתה חד היום
naor, טוב
naor, יש מצב אני יקפוץ
naor, איפה אתה?
naor, פששש
naor, אנחנו ננסה למצוא חנייה
naor, אני פה ילד קקה
naor, איפה שהכדורגל
naor, בוא לפרגולה
naor, לא נורא אחי בקטנה 😘😘
naor, תגיד
naor, דיברת עם חבר שלך בנוגע לעבודה?
naor, טוב
naor, ראשון
naor, למה אחי
naor, אני לא עם האוטו שלי
naor, עד מתי אתם שם
naor, טוב עשרים דק אני שם
naor," בסוף אני לא בא אחי, עייפים"
naor, נסעתי לתל אביב כדי להתלבש ולבוא אבל אנחנו עייפים לחזור
naor, פעם אחרת חיים שלי
naor, מה?
naor, <‎audio omitted>
naor, כן ממש
naor, סבבה אז מחר
naor, לא חוזר לב״ש?
naor, קורן קיבלנו 0 חחחח
naor, חחחחחח
naor, הוא הורג אותי הטמבל הזה
naor, צריך להיפגש איתו
naor, תשלח לו מייל כפרה עליך
naor, אני לא בבית
naor, אני בירושלים
naor, סיבוב בשבע בבוקר חחח
naor, לא מאמין לך
naor, עד כדי כך?
naor, איך לא באתי כוס אמק
naor, ברור שהיא זונה
naor, חחחח
naor, כן מה
naor, אם זה באמת אתה יודע איזה מכות הוא יקבל
naor, אני חולה על כזאת בחורה !!!!!!!!!!!!
naor, יששששש
naor, סבבה אני שוודי
naor, חחחח
naor, שלחת לו?
naor, טוב אחי סומך על האסרטיביות
naor, חחחח
naor, קורן
naor, מי בא היום?
naor, איזה סרט
naor, תגיד אתה יכול לארגן עוד מי שהיה
naor, מישהי*?
naor, חחחח מה הקשר
naor, חחחח
naor, ניב זה סבבה?
naor, 👍
naor, טוב
naor, בטח
naor, נסענו לשם
naor, לא זזנןש לשם
naor, כן אחי כן חחח
naor, יפה רצח
naor, אבל ביישנית טילים
naor, חזרת לב״ש?
naor, אמרתי לך רביעי
naor, קורן
naor, מה עם מונחה?
naor, נרשמת?
naor, לא אחי
naor, מי זה????
naor, מי זה
naor, מתרגל?
naor, אה ילד חרא
naor, אה אחי
naor, אצל יוני
naor, חחחחח
naor, איזה אח
naor, וואלה אין לי בעיה
naor, אבל נראלי שיוני כבר חצי רגל בפנים
naor, גיא אמר לאוהד שהוא עדיין לא יודע
naor, חחח סבבה דבר עם יוני
naor, עוד מעט
naor, אתה בא?
naor, רוצה לומדת?
naor, הודעה קצרה
naor, רגע
naor, טוב
naor, אני בא בלי מחשב
naor, חובה
naor, היא באה מחר
naor, כן
naor, היא וחברה שלה
naor, ישנות אצל סבתא של חברה שלה
naor, הסבתא גרה בוילות
naor, יש פה איזור של וילות שכחתי איך קוראים לו
naor, ביי
naor, לרדת?
naor, ילד חרא
naor, אני למטה
naor, מאיפה אני יביא טורטיות?
naor, אני מביא צ'ילי חריף
naor, <‎image omitted>
naor, רגע רגע
naor, מה אתה מזיין!!
naor, מה זה
naor, העתודאית?
naor, אז ?
naor, אה כן
naor, נזכרתי
naor, חחחחח
naor, <‎audio omitted>
naor, <‎audio omitted>
naor, משה פרץ ועומר אדם
naor, שיר חדש
naor, בסדר
naor, כן מה
naor, ‎location
naor, איפה אתה
naor, איפה אתה?
naor, אחשלי
naor, תגיד
naor, מה שלום אבא שלך?
naor, שירגיש טוב
naor, אין הם לא זורמים
naor," כולם צבא, עובדים"
naor, להה אחי אין לי כח
naor, טוב אח שלי
naor, תהנה
naor, תכנס
naor, חחחחחח
naor, גם הרוקו סבבה
naor, מהההההה חחחחחחחחחחחחח
naor, איפה אתה
naor, ברוקו?
naor, אני לא מאמין
naor, חחחחחחח
naor, בדרך כלל יש שם מלא כוסיות
naor, אבל בשבת המגדלנה חזק
naor, וואי וואי
naor, ליין צרפתים זה בן זונה
naor, אבל 80!!!!
naor, מב זה
naor, חחחחחח
naor, צלם את המועדון
naor, מה הולך בפנים
naor, חחחחחח אני לא מאמין
naor, בחיים לא ראיתי דבר כזה
naor, כמה עלתה כניסה
naor, בגלל זה חרא חחח
naor, בגלל הכוס חינם
naor, חחחחחחחחחח
naor, מחר אני בבית
naor, איפה אתה?
naor, בארבע אני בבית ככה
naor, חבל
naor, פעם הבאה תקרא לי אננ יבוא
naor, נדיר אחי
naor, מחר אנחנו חוגגים ליוסי לאטי יומולדת
naor, היום כמה חברים היו בפורום
naor," אחשלייי חג שמח גם לךךך ושנה טובה, אני אוהב אותך למרות שאתה גיי 😉. "
naor, אני עכשיו נוסע לחבר שלי
naor, כן תבוא
naor, החרצית 13 פליטי הספר
naor, שים בוויז
naor, חחחח
naor, סבבה אחי
naor," תאמת אחי, עם החבורה שלי אי אפשר לדעת"
naor, אז אני לא רוצה סתם שתידפק
naor, אני שואל ושואל ואף אחד בקושי עונה
naor," אני לא יכול, אני כנראה אצא איתם אבל ההחלטה לאן נצא תהיה כנראה יותר מאוחר ולא עכשיו"
naor, כי ככה זה החבורה שלי
naor, אתמול הם אמרו שהם רוצים לצאת כנראה לאיזה בר או מסיבה לסגור בקבוקים
naor, סבבה אחי אני אדבר איתך
naor, טוב
naor, יש התגעגתי אליך יפה שלי
naor, אני מחכה לך עם חוטיני
naor, תביא נעלי ספורט אולי יש כדורגל
naor, אבדוק אם יש לי
naor, אז יאללה בוא כבר
naor, אני מחכה לך
naor, אני צריך שתיקח אותי חח
naor, חמה
naor, למה
naor, חחחחחח
naor, חבר שלי לוקח אותהו
naor, אין כדורגל
naor, חחחחח
naor, כי הם זונות
naor, אבל בוא
naor, חייים שליייייי תודה אני אוהב אותךךך!!! ואל תדאג ברור שנשאר להיות חברים ככה לעד! חסר לך שלאאאאאאא
naor, אז לא הבנתי
naor, הוא נשאר או לא?
naor, עם אוהד
naor, חחחחח
naor, אז הוא דפק אותו
naor, חחחחח אהבל
naor, שנייה עכשיו חזרתי הביתה אני אשאל את ההורים אם אני יכול לקחת את האוטו ולבוא אליך בערב
naor," אין אחי איזה זין אבא שלי לא מרשה לי בגלל שהוא אומר שאני עייף ובגלל שלא ישנתי מאתמול בגלל השמירה שהייתה לי בלילה אז זה מסוכן לנסוע עד אשדוד בלילה, אני אנסה לשכנע אותו עוד"
naor, כן אני יודע אבל חא ישנתי עד עכשיו
naor, אז הוא חא רוצה
naor, תיכף הולך לישון
naor, אני אגיד לו
naor, ואודיע לך
naor, באיזה שעה לצאת?
naor, אז מתי אני צריך לצאת בערך?
naor, אתה יודע כמה זמן נסיעה זה לא אני
naor, סבבה נשמה שלי
naor, לאב יו
naor, שנייה
naor, איך נוסעים לשם
naor, תודיע ללידור שאני בא
naor, הוא דיבר איתי לפני
naor, מי באה?
naor, בנות
naor, לא מעניין אותי בנים
naor, חחח
naor, אני באוטובוס שלהם חחח
naor, בנות שסיימו יב אני אוהב
naor, טוב הלכתי לישון להשלים שעות שינה
naor, לילה טוב 😘
naor, ערום?
naor, אני מתרגש 🎉😄
naor, יצאתי
naor, בוא פתח לי
naor, אתם יןצאים משהו?
naor, לאנשהו
naor, טוב תודיע לי אם יש מקום
naor, אני יבוא
naor, טוב אחי
naor, חחחחחחחחחחחחחחחחחחחחחחחחחחחחח
naor, חחחחח תודה
naor, קורן יזין  וקצת
naor, עקצת*
naor, הוא עקץ גימלים
naor, וואלה קצת קשה
naor, עכשיו בדרך הביתה
naor, הגעתי
naor, איזה ריתוק
naor, מטומטם הילד הזה חחחח
naor, ותנסה לנשק איתה היום
naor, אה הוא יוצא הביתה?
naor, אותה*
naor, תדבר איתה איך היא רוצה להמשיך עם זה
naor, עוד פעם פורום???
naor, מטומטם חחח
naor, אתה יודע שאני מדבר קצת עם פז?
naor, <‎image omitted>
naor, חולה הרועי הזה
naor, מה זה התמונה הזו
naor, אהבל חח
naor, אבל אנחנו סתם מדברים
naor, לא מעבר
naor, דונט וורי
naor, למה לא חחח
naor, הכל טוב
naor, גם בקושי מדברים
naor, וואלה לא יודע
naor, נראה
naor, אין לי מושג אחי
naor, כפרה עליכם יפים שלי
naor, איפה אתם?
naor, חחחחחחח
naor, כמו תמיד
naor, מגעיל
naor, חחחח
naor, איך לא קראתם לי
naor, זבלות
naor, לא אמרת מילה
naor, אה רשמת היום עוד פורום...
naor, חבר חבר
naor, מה זאת אומרת
naor, אני ❤️️ 👈🏻
naor, תותח
naor, יהיה טוב
naor, אם תרצה יהיה טוב
naor, למה פחדה
naor, כל הכבוד
naor, תתן לה ביטחון
naor, תעלה לה את הביטחון
naor, תמיד תחמיא לה
naor, ואל תהיה כמוני
naor, חחחחחחחחחחחחח
naor, שמע קורן
naor, רציתי לדבר איתך על משו אחר
naor," אני כבר מלא זמן חושב על איזה רעיון לאפליקציה , לאיזה משחק"
naor, רציני עכשיו אחי
naor, ואני רוצה שנעשה את זה ביחד
naor, אתה לא יוצא היום?
naor," אנחנו כנראה יוצאים , כי לאלירן יש בית ריק יושבים אצלו עם ידידות ואז אולי יוצאים"
naor, תבוא יהיה סבבה
naor, נשב לפני אני ואתה אצלי נחשוב על רעיונות
naor, סגור אחי
naor," לא ממש גיבשתי איזה רעיון אבל כל פעם קופץ לי רעיון למשחק , לא ממש מצאתי , צריך לחשוב על משחק שאין אותו כי כל משחק שחשבתי עליו יש משו קצת דומה"
naor, חחחח
naor, גם לפני הייתי מוכן 50 50
naor, אוכל קרנף
naor, אנחנו יושבים אצל מטר
naor, מור
naor, תבוא
naor, טוב
naor, לאן בא
naor, פשש
naor, יפה אחי
naor, לא אני יוצא עם המחלקה שלי
naor, חחחחחח
naor, מה אני יעשה אחי
naor, לא ידעתי שאתה בא בכלל
naor, אבל כל המחלקה נפגשת
naor, למההה
naor, בגלל זה?
naor, אל תגרום לי לרגשות אשם!
naor, טוב
naor, עברתי ליד הביתה שלך
naor, הבית
naor, אני עוד שנייה באשקלון
naor, חג שמח אח שלי!
naor, נחמד
naor, כן
naor, מה זאת אומרת חחח
naor, אה
naor, כן הן זוועה בסדר
naor, חחחחח
naor, כי החבורה שלך באמת איכותית
naor, אשתדל
naor, אם תזמין
naor, חחח
naor, סבבה
naor, קלרה נראלי
naor, בקבוק?
naor, נראלך שהם ישלמו חחח
naor, שותים לפני חחחחח
naor, מה לעשות אחי
naor, כן
naor, מגזימים
naor, הכל פתוח
naor, נחשב אחד המועדונים הטובים
naor, הוא רק בקיץ פתוח
naor, בחורף סגור
naor, יש לך כובע שלו
naor, חחח
naor, יותר קטן זה ברור
naor, אבל גדול
naor, שני המועדונים האלה גדולים מאוד
naor, הוא בערך בגודל של הבחוץ של הפורום
naor, משו כזה
naor, כן
naor, אני אצלם ךך היום
naor, כן זה בן זונה של מועדון
naor, כן זה ברור
naor, חחחחחחחח
naor, ברור שהולכים לפאנגויה!!!
naor, ברורררר
naor, חחחח
naor, חחחחחח
naor, אם יהיה לי כסף
naor, חחחח
naor, בכיף
naor, מה
naor, מה זה פנטגון
naor, מה
naor, דבר עברית אחי
naor, אני לכ מבין אותך
naor, אה חחחחחחח
naor, מטומטם
naor, עלק ראיון עבודה חחחחחחח
naor, כן
naor, גם אותי
naor, במארינס
naor, חחחחח
naor, תגיד
naor, התשגעת?
naor, השתגעת*
naor, חחחח
naor, פז שלחה לי את זה היום בבוקר
naor, לא דיברנו ופתאום היא שלחה לי את זה
naor, לא נראלי
naor, היא קשה כזו
naor, אין לי מושג
naor, חחח
naor, אין
naor, <‎image omitted>
naor, אה הבנתי
naor, איזה שמיניות?
naor, לא יודע
naor, אבא בנה
naor, חחחח
naor, אתה תעבור
naor, אל תדאג
naor, אל תדאג
naor, הכל יהיה בסדר
naor, סבבה
naor, אין בעיה
naor, הם אומרים שצריך כמה שיותר מהר
naor, צריך גם לחתום
naor, טוב
naor, ההורים שלי אומרים שאני ואתה נחתום
naor, ואז ההורים שלי ושלך יבואו
naor, הפ אומרים ב 17.
naor, 17/10
naor, הם יבואו
naor, כן
naor, קורן
naor, די
naor, חחחחח
naor, כן
naor, חחח
naor, <‎image omitted>
naor, תראה
naor, רגע מוסיף אותך
naor, אני לא יכול להוסיף
naor, אתה רוצה לבוא?
naor, חחחח
naor, נוכל 😏
naor, אתה איתה עכשיו?
naor, לצה
naor, !!!!!!!!!!
naor, סתום
naor, ותזרום עם זה
naor, אז תגרום לה לדבר
naor, תדבר איתה על זה
naor, אם אתה רואה שזה לא מתקדם לאט לאט
naor, בקצב שלה
naor, אז תחתוך
naor, לא עכשיו
naor, נחמד
naor, רועי נכנס לי באוטו
naor, הכניס את כל הצד של הטמבון מאחורה פנימה
naor, הוא נלחץ וזה
naor, אבל הכל טוב
naor, האבות שלנו דיברו
naor, חחחח
naor, נכון מאחורה?
naor, איפה החיישנים של הקירבה
naor, אז בצד הוא הכניס את הפח פנימה
naor, נכנס בי מאחורה
naor, כשיצאנו מהחנייה
naor, לא נורא
naor, הכל טוב
naor, לא
naor, פשוט לא שם לב
naor, חחחח
naor, כן
naor, לשני ברים
naor, איזה כדורגל איזה
naor, הלוואי
naor," יש קריוקי , על האש"
naor, גם וגם עמית הררי
naor, והמשפחה שלי
naor, שלו*
naor, וכל החברים
naor, נחמד
naor, לא
naor," לא, יש לח גם עם המשפחה וגם עם חברים"
naor, לי*
naor, הייתי אתמול גם עם זו מהטירונות
naor, כן
naor, 👍
naor, הייתי בדרך הביתה
naor, והיא התקשרה
naor, היה נחמד
naor, ישבתי אצלה
naor, התנשקנו מה ו
naor, יחחחח
naor, כן
naor, חוץ מהמכה באוטו
naor, רק שגיא
naor, פעם הבאה תבוא גם אתה
naor, סבבה
naor, קורן תשלח את התמונות של הדירה
naor, כן משו כזה
naor, וואליום
naor, היה לא משן
naor, לא בעיה
naor, כן
naor, חחחחחחח
naor, קורן!
naor, תבקש מהמפקדת שלך מחר יום סידורים!
naor, כי מחר אני צריך לבוא ב 8 בבוקר
naor, וזה סיוט
naor, חחח
naor, למהה
naor, נו זה שטויות מבחן עיוני
naor, היא תאשר
naor, ביקשתי
naor, היא מאשרת לי כל מה שאני רוצה
naor, דיברתי איתה ביום שישי
naor, והיא אמרה שהיא תגיד לי
naor, אבל היא תאשר לי
naor, שטויות בקטנה
naor, <‎image omitted>
naor, חחחחח
naor, 2
naor, כן
naor, אם אני ארצה יהיה לי
naor, אני צריך רק לבקש
naor, משו כזה
naor, סתם עדיין לא
naor, חחחחח
naor, סתם ברצינות יום שלישי?
naor, סבבה אבקש מאבא
naor, 😘
naor, ממזמן
naor, תתארגן אני יוצא עוד חצי שעה ככה
naor, חחחח דפוק
naor, יוצא
naor, <‎image omitted>
naor, קורן יטמבל
naor, חחחח
naor, חחחחחחחחחח
naor, Hash table
naor, צפוי!
naor, הבנתי
naor, חוץ מזה הלך טוב???
naor, וואי וואי
naor, מזל שעברתי
naor, בעזרת השם
naor, אתה לא חוזר הביתה?
naor, יפה
naor, חחחח
naor, וואו!!
naor, כןן
naor, כן חובה!
naor, למתי?
naor, כן רק קיץ
naor, קודם נראה כמה כסף
naor, חחחחחח
naor, לא ימאס לך אל תדאג
naor, חחחח
naor, יומולדת לעמית
naor, הרגע חזרנו ממסעדה
naor, אחר כך לבר
naor, מביא
naor, אתה חוזר היום?
naor, טוב
naor, אני כנראה היום
naor, כי אין לי כח למחר
naor, לכל האנשים
naor, ולקום מוקדם
naor, חחחחחח
naor, מה היא אומרת ךך
naor, חייה בסרט!!!
naor, תגיד לה שתסתון תפה
naor, ושיש לך שותף משנה שעברה
naor, סבבה אולי בשיעורים היא רוצה. להיות איתך
naor, רגע מה זה מעבדה?
naor, עברית?
naor, תגיד לה שמעי אל תבני עליי לעבודות
naor, כי אני עם נאור
naor, כבה תגיד לה
naor, ככה
naor, <‎image omitted>
naor, למה
naor, הבנתי
naor, טז אני הורג אותך אם אצה לא עובררר
naor, אני אוותר בשבילך!!!
naor, חחחחח
naor, לאא
naor, אני מרביץ לך
naor, ככה
naor, תשמור על אש קטנה
naor, תמיד טוב
naor, הן בחיים לא ידעו אחת על השנייה
naor, קורן
naor, אתה יודע מה המברשת שיניים שלי? הכחולה או הכתומה?
naor, שמע שמע שמע שמע
naor, סינגרת אותי פה
naor, לקחת את התעודות של אוהד?
naor, לא
naor, תבדוק באינטרנט
naor, באתר של האוניברסיטה
naor, תחפש הפקולטה לאנגלית
naor, מפוצץ פה אחי מנ זה
naor, אוהד איתי פה בסוך
naor, יושבים על השולחן
naor, בזק הגיעו?
naor, כן
naor, אבל מקשיבים
naor, וכותבים
naor, אבל בזק הגיעו?
naor, מה למה
naor, בני אלף שרמוטות
naor, אתה בא והם צריכים לבוא?
naor, תתקשר
naor, כן
naor, תשאל איפה הטכנאי
naor, לבזק תתקשר
naor, מה הבעיה
naor, טוב
naor, אתה בא?
naor, איפה אתם
naor, טוב
naor, לא הורדתי כלום
naor, לא עובד במחשב שלי
naor, אין גם לא עובד
naor, יש כבר עבודה במבנה מערכות מחשוב
naor, הם רשמו בתוך העבודה שזו עבודה קשה וארוכה וכדאי להתחיל מוקדם
naor, ניסיתי לקרוא לא הבנתי כלון
naor, https
naor, סבבה אחי תודה מלך
naor, תודה
naor, מה אתה מזיין שקרן
naor, מה הציון!
naor, איזה בני זונות
naor, חכה למחברות
naor, יהיה בסדר אחי
naor, חיים שליי יהיה בסדר אנחנו איתך
naor, אוהב אותךך
naor, וואליום
naor, קורן
naor, יצאה עבודה באוטומטמים
naor, מה לא חחחח
naor, וזה הזוגות
naor, באסה
naor, יש לי כבר אלף עבודות
naor, אני כנראה הולך לבחינות ש״ח הנבחרת היום ברבע לעשר
naor, של*
naor, מאיפה לי
naor, אני בדירה
naor, <‎image omitted>
naor, איזה אוכל איזה
naor, מה זה עזר לך
naor, כח הכבוד
naor, רציתי להכין את זה לבד
naor, סבבה
naor, קורן
naor, התעוררת?
naor, אני חוזר
naor, אני רעב מת
naor, <‎image omitted>
naor, <‎video omitted>
naor, חחחח
naor, חחחחחחח
naor, סבבה
naor, אין לי כח
naor, תעתיק
naor, אין לי זמן גם קורן
naor, יש לי עוד עבודה אחויה
naor, יש לך בפיזיקה בחייך
naor, מה זה העבודה הזו
naor, נו בסדר תעתיק לא ביקשתי ממך לישוב
naor, חשוב
naor, עשיתי עם מספרים
naor, כן
naor, אני ברכבת
naor, יש זמן
naor, לאן יוצאים
naor, תהנו 😘
naor, חחח
naor, מסור נשיקות לפז 😁
naor, 😜
naor, וללידור
naor, ולנוע
naor, ה
naor, ולך
naor, וזהו מספיק
naor, משעמם לי
naor, מה אני יעשה
naor, לא
naor, אתה?
naor, נשאר לי 6
naor, אמרתי לך יש בזה בעיות
naor, חחחחחחחחחחחח
naor, תעבוד על זה
naor, תבדוק שאתה לא עובד על המקורי
naor, תבדוק שאתה לא עובד על המערך המקורי כשאתה מחזיר את המספר ב wireset
naor, מה זה המספרים האלה
naor, למה כאלה גדולים? חחח
naor, אה חחחח
naor, עשית עם 2 ביט
naor, חחחחחחחח
naor, עשיתי*
naor, אני עם 16
naor, מחר
naor, לא ולי
naor, אפילו עם ה spl לא התחלתי
naor, לא יודע
naor, זה עד ה 22
naor, יואו אנגלית שכחתי שיט
naor, איזה זין
naor, ברור
naor, נשאר לי רק 6
naor, דיברתי על Spl
naor, זה יום ראשון הבא
naor, מה הקשר עכשיו האנגלית הזה?
naor, הדפסת את המאמרים?
naor, 6
naor, אם אתה מדפיס בבית תדפיס גם לי
naor, 😘
naor, כן
naor, כשאתה מגיע
naor, נדפיס
naor, יש לי גם אימון מחר
naor, איך קוראים לשיר הזה?
naor, בנימינה נזכרתי
naor, אין לי מושג איך לעשות
naor, חיפשתי
naor, אין אף אחד לא העלה כלום
naor, תבקש מאוהד רגע
naor, אני לא מבקש מאנשים
naor, מחר אני אבקש מאוהד
naor, מאיפה אני יודע
naor, אין מצב שזה נעול
naor, תבדוק שוב
naor, אתה אהבל אה?
naor, טמבל
naor, פיי
naor, על מה הורידו
naor, חחחח לך זדיין
naor, חחחח
naor, אני רק מעלה את הציון
naor, בן זונה!
naor, אני בא לאכול
naor, תארגן הנחת עובד
naor, לא אחי
naor, אני כבר לא זוכר את החומר הזה
naor, מתקדם
naor, עוד קצת מסיים
naor, כן
naor, כן
naor, טוב
naor, כלום
naor, רק התעוררתי
naor, חחחח
naor, לא אחי
naor, אני צריך לחזור לבש
naor, לעבוד עם אוהד
naor, סבבה
naor, יאללה רדדדדד
naor, דקה
naor, טוב
naor, אנחנו פה
naor," ב 7/12 יש בוחן באנגלית, 12 נקודות על 4 הטקסטים"
naor, לא רוצה
naor, היה היום לכתוב כמו כתיבת דעה כזו בקבוצות של 3 זה היה 2 נק מהציון
naor, חחח שתית אה?
naor, חחחחח 😘
naor, טירוףף
naor, איך לא באתי!
naor, מה אתה מזיין
naor, תשבע
naor, מי זו
naor, נשיקות
naor, אין עדיין הזין מוציא 1
naor, <‎image omitted>
naor, האינפוט טובים והקונטרול טוב אבל האווטפוט 1
naor, הקונטרול 010 שזה אומר JEQ
naor, ו JEQ  באינפוטס הוא 0
naor, והוא מוציא 1 המוקס
naor, כן זה כאילו המוקס לא עושה את זה טוב
naor, <‎image omitted>
naor, עם קונטקט אינפוט זה לא קופץ
naor, בכלל
naor, טוב
naor, אני חולה עליך!
naor, בטסט של הגמפ שלהם
naor, מה צריך לצאת לי?
naor, הבנתי
naor, מה זה כל max הזה?
naor, הולך מה?
naor, סבבה
naor, מה איתך מה עושה?
naor, חחחח
naor, אוטו
naor, מחר נמשיך והסתברות
naor, חזרתי על כל החומר לבוחן
naor, עד למת הניפוח
naor, הרוב... חחח
naor, אנסה
naor, מחר
naor, <‎image omitted>
naor, עכשיו רואה סרט
naor, 😘
naor, לילה טוב
naor, תהנה גם אתה 😏
naor, איפה אתה
naor, כל הכבוד
naor, עם מי
naor, טוב
naor, הכל סודר
naor, אה?
naor, קורן
naor, אנחנו רוצים ללכת לאכול שקשוקה
naor, לחכות לך ???
naor, או ללכת עכשיו?
naor, תודה
naor," לא נראלי , למה מה קרה?"
naor, נגמר לך מה
naor, תקנה בבית
naor, יחח
naor, תגיד לאמא שתקנה
naor, או אבא
